customer_id,account_age,plan_type,payment_method,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,support_tickets,monthly_spend,churn_label
N5TQ6QRKTP,13,Premium,,16.396448404677848,24.521573668401217,44,Sci-Fi,4.120705228379171,0,18.30305654137992,0
5XB2ABJNMG,110,Standard,Credit card,3.521688529999313,103.22090798162311,0,Drama,2.943234536688115,2,18.57939770826753,0
99JDHBH75L,28,Premium,,8.72593039843451,7.649101236468054,5,Comedy,1.1580201667147478,8,18.353752061229297,1
ZF9I4H4P59,15,Premium,Electronic check,18.147781969601933,110.80695217897386,10,Drama,,7,13.564155215103437,1
99JBII1AWD,69,Basic,Credit card,25.924773513800822,84.00101507928413,38,Action,2.153326951461389,1,9.32383135193917,0
D17A5U1OJS,105,Standard,Bank transfer,12.057358222596006,92.36419631794344,4,Fantasy,,9,14.24683607150411,0
MX66HEBBSJ,63,Premium,,15.59196412227774,17.34714669259177,35,Sci-Fi,1.0350781568431393,0,9.720474729934212,0
FMP6QS9A7C,112,Premium,Bank transfer,13.004608782353351,68.58821092967844,19,Fantasy,,8,19.858931903574835,0
E2IE1IRI9S,35,Premium,Electronic check,12.970739849911457,163.44688727600015,9,,3.5835842099898434,6,18.39223427393643,0
V2Z7KTL03M,7,Basic,Credit card,29.35409533058017,64.34250747832759,4,Drama,,9,,1
6913KN86KU,1,Standard,Credit card,2.298816310099758,76.09527183450692,44,Sci-Fi,2.9551941668328663,8,11.5828816951487,0
LXNJ66WZ7B,53,Standard,,30.424980069654588,18.951182197631447,20,Sci-Fi,,9,6.447270605261618,0
ALYMWR7W6O,37,Basic,Bank transfer,3.547012855554774,158.70203203591365,25,Sci-Fi,,0,,0
YIDW19N83Z,44,Standard,Bank transfer,3.702542849008145,99.6217295104476,19,Fantasy,1.557271812868025,1,17.03210470880193,0
E983P7PY52,107,Premium,Credit card,5.275852949916762,23.42776081540536,47,Action,,5,9.840610913426302,1
LCQ99APM9V,19,Premium,Bank transfer,11.12360344501871,151.31477851020145,46,Drama,4.294037367738882,0,6.961005494352552,0
1HTWTCLURB,24,Standard,,24.36414541630101,68.72747332802888,48,Action,3.038646084212829,1,15.139478276767408,0
6OB63KC191,17,Premium,Bank transfer,29.321762907413166,106.3673485322632,6,Drama,2.1423368992317746,1,17.470987969176953,0
IBFCQKDH1T,73,Standard,Bank transfer,6.036429616301987,16.477138684340197,47,Drama,1.4364250725470358,6,12.040512290830616,0
ZV78E41WP4,94,Premium,Credit card,38.143985201353495,142.87543088252818,21,Drama,4.182221523437487,5,,0
7VEWYVW0OE,53,Premium,Credit card,5.394655552014048,64.57486728394427,8,Drama,4.584438516470241,0,6.925092845692477,0
79I6EYWF7V,28,Premium,Electronic check,11.07614867179869,11.91737676265846,14,Drama,1.5742273604909247,9,10.900560073922854,1
5WET5CW3YP,11,Basic,Credit card,1.4663023009218672,128.90928525242558,46,Sci-Fi,2.4877043314900456,8,,1
9Q1P61OLQP,60,Standard,Electronic check,2.7037087598311285,118.79100626297684,40,Fantasy,3.4451550018185784,8,17.453064524490756,0
ORTIRMKBBH,111,Standard,,39.38288501225568,51.28917994990967,21,Action,4.976389741530569,4,17.97268093698692,0
I7T48I0NC7,114,Standard,,20.313708565612256,8.884336655877622,26,Comedy,4.1645704605339215,2,18.935998822165185,0
WW6U8YQ5DL,77,Premium,Bank transfer,7.173032627326118,81.17693489488529,38,Sci-Fi,,2,17.725348670253037,0
CV9FGMWS9E,62,Premium,Credit card,15.066302739033484,68.13473039326124,30,Fantasy,1.2653639736006803,6,7.424946841312763,0
EY29CCDIS2,27,,Credit card,18.66144151930453,134.32862640622682,11,Comedy,2.697237289946997,0,16.09704491163904,0
Y7HJ3BEVOR,84,Premium,,11.178570161729096,47.76916199874346,11,Action,3.8963900809152143,5,7.874547284455263,0
RD5FFJ532Q,91,Basic,Electronic check,28.16165387636823,133.4042289807161,3,Fantasy,1.501512459092666,0,14.768163644311086,0
Z1SDMRYG3K,57,Premium,Electronic check,2.829470233481604,48.66256054756257,32,Fantasy,2.5673526481694124,2,6.705564802482018,0
PANUHY0K9R,108,Basic,Electronic check,28.568646180635263,35.22271160364129,33,Sci-Fi,,4,15.022740972456122,0
SKB6Q90WV3,7,Basic,Credit card,15.516521510033442,97.71186142078837,20,Sci-Fi,,1,8.927906144590636,1
4468G8KNMM,47,Basic,Credit card,21.92149094783716,40.24045622197178,46,Sci-Fi,3.178695942181628,1,13.102949447032763,0
5W8I9QOUMH,30,Standard,Bank transfer,21.535640063884102,74.05831383468852,46,Sci-Fi,4.499442216651486,9,15.205468462745536,1
C08JO27O1S,85,Basic,Bank transfer,6.793497754066797,82.97418684038922,13,Action,1.493633559346684,6,,0
MGHLPNA0DB,105,Standard,Bank transfer,9.161204138651732,118.10149083532086,40,Drama,4.718125947480187,7,12.690365928607092,0
T91XWC5Z8S,51,Basic,,9.153633431966988,132.35917875794138,19,Fantasy,,4,,0
O04GL1CJXC,73,Premium,,24.111386383437058,159.24889583048923,4,Comedy,1.2094405578019631,4,,0
Q8FHDK59AH,46,Basic,,21.334100009130093,104.3775833810854,28,Drama,,8,12.058570202275362,1
LU1UWBW0SJ,7,,Credit card,31.080183955889304,92.78145147463076,29,Comedy,,8,12.942528402670495,0
B4X6BWEJ3O,71,Premium,,27.68981708767011,53.99670328130542,32,Fantasy,1.6876208441496354,5,,0
BXICXP3AD7,94,Basic,Electronic check,24.525953258502955,50.92253491206898,44,Comedy,,4,9.869606637835751,0
3HSZUJ4N4F,23,Basic,Mailed check,37.1169658421793,47.786240908965326,45,Comedy,4.577864090200061,9,9.335622828071823,0
SWD7LYTD9E,65,Premium,Bank transfer,39.94018884875624,59.3537056405289,19,Action,4.337731845042448,1,5.491643529520903,0
WNYX39NL5W,73,Standard,Electronic check,27.17135310727376,8.49711992755248,36,Comedy,1.2240300498655523,4,,0
PAPP9BNPZA,118,Premium,Credit card,18.56298186173477,82.05478997596546,21,Action,1.0551065422506087,5,11.312002404336855,0
3G8L5NAW23,89,Standard,Credit card,19.77449412063955,156.438144619265,16,Sci-Fi,1.8807525127678584,7,8.18272198418829,0
1KB02AC1A8,105,Premium,,6.650081273859782,106.37744291835853,29,Action,2.868028541037344,7,8.88581041235452,0
KJ4SW2VMY4,97,Basic,Credit card,37.56044781522686,58.20395970791126,20,Fantasy,3.154774122368029,9,10.577580395112877,0
84IZQT91G0,39,,Bank transfer,32.41816435383461,71.2304886243345,11,Comedy,1.7690855703224142,0,16.892812718998744,0
VCUEFFSXD0,106,Basic,Electronic check,31.809768239283567,176.06246039159916,46,Sci-Fi,,6,9.755786913261568,0
BDVE7NSJGZ,88,Standard,Bank transfer,6.930617519771986,32.31734183619648,36,Comedy,1.0466858322397157,2,,0
KS4HZSUQP3,69,Basic,Credit card,19.81752654565773,47.57057013571688,39,Comedy,2.1603147957174955,3,15.303431624999163,0
UR74N2FR4T,106,Standard,Mailed check,28.164529740074045,96.28437380186932,21,Drama,,4,12.808107909816668,0
UODYGBU9LQ,37,Basic,Credit card,36.957939528919965,85.52221185101602,36,Comedy,3.3857291365687905,2,13.882623628482191,0
66I6XTWLX8,76,Standard,Electronic check,31.52919397179973,137.3661366334053,16,,,8,,0
MBW4492OHO,62,Basic,Bank transfer,38.79163832242213,66.3084438752339,41,,2.23942711901061,7,19.66108871859693,0
SEAZXTCVV5,82,Standard,,27.36317928941726,48.23584190160734,41,Fantasy,2.7890693177738526,6,,0
0QNQARS50C,55,Premium,Credit card,22.471398356277145,160.9807488668827,49,Drama,,4,18.957842182710028,0
RZUB4PA36O,109,Standard,,29.54107789253112,155.4985475993666,32,Sci-Fi,1.6955217849527355,0,13.850735425206969,0
SC0PFQVRQP,93,Basic,Electronic check,6.291089281235792,123.1828816560034,37,Fantasy,2.2136987779615955,5,,0
KO08A4M1MO,28,Standard,Electronic check,8.868128407915199,40.76469130672833,20,Fantasy,3.067584786967668,0,12.567639206076333,0
ZO073B6JIP,78,Premium,Electronic check,13.154605815120238,23.91225733797851,40,Comedy,1.4568963376979638,2,12.768163160294566,0
VGPR4ZHOZK,37,Premium,Mailed check,5.669360091109094,144.8671487588813,43,Fantasy,4.028399453230392,5,8.406970360937345,0
TDS79JX46W,112,Premium,Bank transfer,9.34157559299579,154.9118144952301,14,Action,,1,15.430653236032258,0
ZY3BIDO8KR,68,Basic,Electronic check,36.05038930799116,103.39444709569564,22,Sci-Fi,3.526487904499321,7,,0
ID5EBX9Y32,69,Premium,Bank transfer,25.21440113317689,130.19777417731473,13,Drama,1.2963456674180112,5,7.345694722673898,0
AAPUO6PL66,39,Standard,Bank transfer,11.72149009694538,112.3595935388942,29,Drama,3.015116098591699,2,,0
EZMIIGEQ6B,5,Standard,Credit card,16.59979149847202,146.2807272311457,31,,,9,16.778901624807826,0
ZZ4G2TMF8P,50,Premium,,12.416894607957753,151.17149808318348,5,Fantasy,,8,10.810084937778171,0
YDZFY4XDSU,90,Premium,Bank transfer,15.194463058698863,14.35342959282356,3,Drama,2.0437771488600607,2,15.208708749439475,1
P7Z356X98F,99,Standard,Electronic check,27.434609001585248,174.6498673163398,48,,,0,9.945576014294076,0
6OEX5I7KNV,44,Basic,Credit card,17.342257494578252,36.76798839489727,27,Action,3.955747869955061,4,6.479454972507651,0
ARFC3VKEJ3,8,Premium,Bank transfer,33.080428227881825,11.717720881049042,4,Comedy,,0,5.656137699264453,1
T68NQTTHB7,64,Premium,Bank transfer,36.35878503187836,170.2436827222837,47,Comedy,3.58798508297294,1,10.631711158221233,0
7LMVU1UZ5R,76,Standard,Bank transfer,32.281810685069686,101.40195875540806,20,Action,2.786863709135698,4,11.96097603783746,0
UAG9XD3D47,27,Basic,Mailed check,38.60696757685309,47.593880278981366,33,,,4,15.751104387822997,1
W60OAVLA7F,96,Premium,Bank transfer,35.0189663245901,63.98424928943824,32,Comedy,,2,17.316464817681638,0
15LZ668ACH,5,Premium,Credit card,38.06189794809796,84.08697806852835,26,Drama,2.664996790831907,3,,0
6VN1H5NMZH,51,Standard,,1.689876000737781,136.42792497124697,47,Comedy,3.1780161862873584,7,,0
LY9P4R42SL,74,Standard,,18.220738370651045,172.06492789226522,22,Comedy,4.936836032709911,7,17.3699651309039,0
FW1PIPB7B1,37,Basic,Credit card,8.105231653120711,98.6173466544715,41,Fantasy,1.4557610261937128,2,10.379321362210224,0
5GM6WR4QLT,97,Standard,Credit card,37.23291496479022,105.77056700592476,3,Comedy,,0,19.83052644504464,0
3TRZWIDJYO,50,Premium,,13.410994464145618,7.322200626054652,44,Comedy,4.624857351801802,4,7.281704254617344,0
PNHCK6FRBW,15,Basic,Credit card,32.13755967264174,64.9872454287678,35,Sci-Fi,,8,6.391937862223744,0
GX1QDGUH7L,29,,Bank transfer,22.834638129987667,66.61956619756639,47,Drama,,5,12.998426607572249,1
VKYB0IEH6R,47,Premium,Electronic check,14.317891925061971,93.04958366620124,26,Drama,,6,17.726918093282382,1
YHYDXDWGKJ,22,,Bank transfer,38.193817815349846,124.7604020595849,44,Drama,2.607315427244943,8,,0
0V7T4OUFKT,29,Premium,Electronic check,17.77621774287508,6.17195099163116,40,Comedy,2.5442589960072297,3,10.2158199227341,0
CLZ1M9MYQK,34,Standard,Bank transfer,22.886800947843867,96.27057425623762,11,Fantasy,,9,,0
97LVWKGWW4,82,Premium,,5.791036569732037,165.76801184579858,36,Action,3.414638906016447,5,8.590904340661071,0
TAPMGBC8KI,92,Premium,,21.966115206804265,15.38686749156489,12,Drama,,3,,0
KM3SRQLGCY,81,Standard,,32.895377252023735,13.445780393152964,26,Fantasy,4.432479969299443,1,13.802577582221666,0
IG1BLL35T8,68,Basic,Electronic check,3.8184573784271554,70.95555301820166,14,Fantasy,,0,,0
9O9MMH2E4R,68,Basic,Electronic check,36.35321106672012,56.49716456951105,14,Comedy,2.783647021177201,0,,0
WPFR2Z3BXH,6,Standard,Electronic check,26.731103043270664,46.50343704348147,27,Drama,,2,12.265102695645528,1
UW6DW8SH36,22,Basic,Bank transfer,39.55586530057095,141.66335606932796,30,Sci-Fi,2.393111814897246,2,19.72323181937803,0
UUQ8BI65NE,51,Basic,Mailed check,23.92237362340046,167.6009751458447,18,Fantasy,,1,,0
28CGLM37E8,44,Premium,,15.36425482462204,43.35824587451431,31,Sci-Fi,2.875755813451184,4,,0
HOP2UB0UL3,52,Basic,Credit card,2.711162055813915,19.2839781480334,30,Action,3.198726837715748,7,,1
VXDDTDI22I,69,Basic,Credit card,11.240032890718377,8.963731806244411,11,Sci-Fi,4.3813332334963295,0,19.15949722296332,0
M2AA93U36X,65,Premium,,2.5610726308330127,92.6545924519135,25,Fantasy,2.997518989092514,5,11.031963285283648,0
5S2SA7GGCO,39,Standard,Credit card,32.466545736883816,48.73588755466557,20,Drama,1.954657421260221,4,17.74202931298114,0
G6BP6AGJTP,22,Premium,Mailed check,10.83072210698237,22.177220208142952,25,Sci-Fi,,7,9.801543643925116,0
3WBV3E1D36,30,Standard,Bank transfer,33.4205355687924,174.90474941164192,22,Action,2.8986391049739786,2,8.877794837653134,0
OGZFUS04WU,86,Premium,Bank transfer,19.095929067357563,156.88077210305678,0,,,0,,0
1K1M7OBMB3,5,Standard,Credit card,26.25872787274804,62.54815665950428,25,Action,,3,8.90071517032418,0
5XZJ4HOK0M,74,Standard,Bank transfer,29.787688285621968,92.22789263591667,7,Sci-Fi,3.0459458684438494,5,,0
RA0Q2B4M7A,72,Basic,Electronic check,25.75871751772664,167.63140981248364,9,Comedy,3.113433649043043,7,18.61368383069979,0
BWUL3E7213,21,Standard,Credit card,27.971892530487303,30.79310580242188,18,Comedy,4.632832516768197,5,7.526048814017846,0
NSJ7R2HKGE,74,Basic,Bank transfer,4.647168546266849,78.75998206611862,38,Comedy,2.393574943124533,7,,0
LEQ2SPHHL6,105,Standard,Credit card,37.57308266440068,15.037870511699523,4,Fantasy,,0,13.803143437153617,0
GLTG31MOIR,48,Premium,,15.506441464855827,136.2228235254136,40,Comedy,4.358640745900814,7,18.75560156080844,0
CA2PHT9NWH,93,Standard,Bank transfer,31.890309652577635,75.76074802901249,34,Action,4.049705036434835,4,12.858291118242857,0
GIJVMGRJFU,112,Basic,Credit card,12.520508359078098,94.3277797025814,49,,2.518646280874435,5,15.746051614877238,0
2L6HZ6JJGP,11,Basic,Bank transfer,18.11417036804472,79.0322755441406,42,Fantasy,1.050335379381075,4,10.390014709578608,0
26HYTQ71V5,40,Premium,Electronic check,26.51838695844401,148.54782739979316,30,Fantasy,3.126181062675712,3,16.33146641838277,0
ASUKOF827I,13,Premium,,35.49507282178521,178.04306224404243,15,Drama,3.53170999321919,0,8.32602894657524,0
6NWTMMXFNE,7,Basic,Bank transfer,10.419898601983482,171.95474354613768,23,,2.7890563912185886,0,,0
YW1TQF8ENJ,71,,,6.868602625628502,38.510915752894135,32,Action,1.39952057312818,1,18.392771296096853,0
JY57X5TRMO,57,Premium,Bank transfer,32.227307074957395,165.49521791813314,7,Comedy,,5,19.25634415105496,0
LNQORYMH26,75,Basic,,13.28975989252179,141.2181047443308,0,Action,,3,5.321912124165693,0
GH9A22N66B,106,Standard,,9.158522199687516,117.5164785245804,9,Action,1.171765950934513,1,5.351388480214229,0
VN65AE43O6,35,Premium,Mailed check,25.142190240358747,32.68506048743759,4,Comedy,2.593705056409075,6,13.459910271890804,0
KS9FTKV2DQ,75,Standard,Credit card,17.301771364214957,23.653572238387955,13,Action,4.017035880432854,4,13.909022163181207,1
WABF53RSD0,36,Basic,Mailed check,23.094776176183945,161.38123273423747,3,Comedy,,3,15.922989831549245,0
JCP7F0F4IZ,2,Standard,Mailed check,32.41006918545784,56.23631937610436,20,Drama,4.634447557451434,8,17.12165738657223,0
PHPFEBIGBE,86,Standard,,21.46149818496841,77.77099424885388,28,Fantasy,3.210023765935128,0,,0
8YUG2KSKFD,38,Standard,Bank transfer,19.596034431523737,54.34176131489776,2,Drama,4.355195065811586,0,,1
O2RVL1WTJQ,34,Standard,,16.122368278119865,97.91702129378668,28,Comedy,4.075564621623011,5,15.846287805812688,0
TWLBEGJPJE,47,Premium,,26.288753439288467,23.33021493588715,5,Comedy,,9,15.856125265686966,1
JUSSZ0TYNB,25,Basic,,28.29125948852876,84.80992993376218,47,Fantasy,,7,11.512637969727292,0
G7ZUOCOKKN,77,Basic,Bank transfer,31.304300798505427,36.69464196111819,7,,,5,17.084145045683787,1
KGINLK6E4A,55,Basic,Bank transfer,8.655617150629546,39.13592483637288,31,Comedy,1.3577406268270755,6,13.28379510486568,1
3UBWONJ9HM,100,Standard,Bank transfer,9.916502461641532,35.82644275578191,1,Drama,1.1188134784803223,5,8.569442146773776,0
NOEYROI0WW,34,Premium,Mailed check,5.28692148720788,149.7997293052415,13,Drama,3.157066954016217,8,8.894812618099067,0
2639EQOIMD,44,Basic,Mailed check,28.31281687134884,34.96217159892621,24,,2.4932275730791305,2,,0
XJSI88BT5K,14,Premium,Electronic check,32.31333870696665,36.21862678672311,43,,4.034370196501071,2,5.651174540935654,0
DV417WR3H8,117,Premium,Credit card,16.302056970487136,37.10177367549986,25,Drama,1.0480463292024194,1,15.908995425625095,0
VKYYFI9JT0,74,Basic,Electronic check,21.48170004226006,80.07380831503697,33,Comedy,3.4038980916910493,7,,0
LTP4SEXPBP,18,Standard,Electronic check,28.17505236706256,36.557295856592944,26,Action,,4,5.227676036656794,0
X2HXQZDL41,76,Basic,Credit card,20.732478485092056,68.05434114403255,1,Comedy,3.3124915638095405,9,5.09848179125751,0
MYP0E84TGK,63,Standard,Bank transfer,28.34693307698313,9.346276166162806,46,Comedy,2.7849523742473834,8,10.937072836237483,0
UOEK0FDKQI,89,Standard,Mailed check,5.564469963219186,39.82291650875301,2,,1.7123752382327084,3,,0
D7V1GQP4ZS,114,Basic,Mailed check,33.35674864352124,96.70465210858536,3,Sci-Fi,1.4900406507818698,2,11.348575137828478,0
BP4NVKDHAQ,92,Premium,,22.68228121233774,21.548617924508395,36,Drama,1.1132469825888562,7,12.7203998263147,0
VJPEAO45MX,96,Basic,Electronic check,20.90232603601848,107.0719880327416,15,Action,1.0177119765235636,4,12.846105704818378,0
QOKIE06Y78,54,Basic,Bank transfer,15.189647972795315,137.9098836309627,19,Drama,,5,9.033418657188756,0
FB0YUU644W,29,Standard,Mailed check,1.5500911862577167,141.12349402710265,7,Sci-Fi,3.779706484544885,5,6.513702582241343,0
VGMSYM5ULT,44,Basic,Electronic check,18.395182215561697,98.8867499597631,28,Fantasy,2.5502701202218803,8,16.200458747880333,0
BKKCQWPOHH,5,Basic,Bank transfer,33.51242193470541,105.7436217632179,0,Action,,1,13.15059559240584,0
3VYTTJWF3S,35,Basic,Mailed check,3.995640683200929,40.73587965140028,6,Comedy,,6,14.401350459551212,1
6W8ONKVDV7,43,Standard,,3.134801626151836,108.5186458695218,41,Drama,4.478729695981276,4,10.873958350397947,1
8OHY4PJDVC,62,Premium,Credit card,22.396572906677804,103.3997529751133,14,Comedy,1.107166243140051,7,17.588552489037202,0
DB37V024VF,9,Basic,Credit card,7.720693155352497,10.559541066290432,28,Comedy,4.186817971269734,2,6.576820055715689,0
LPF96SC93N,118,Standard,Electronic check,12.0328826669826,98.32812236917376,36,Action,,9,19.16117966988404,0
3DWFDWQTFK,77,Basic,Credit card,12.714291550126278,28.488670024179104,7,Sci-Fi,2.91536710592108,5,5.0746588625433295,1
UK3MUKUEJY,115,Standard,Electronic check,29.103556133577,37.795793660763245,33,Comedy,2.4887672286977645,2,11.17884017925886,0
FOX2BV2O4O,55,Premium,Credit card,23.954938703430795,39.85908713012388,5,,1.2474989172972917,4,,0
3RR2KKLO1L,102,Basic,Bank transfer,10.70578261982233,142.6347907356358,40,Fantasy,2.763539524687376,3,8.08677236248118,0
4OUVQSSS9U,83,,Credit card,12.340744773788511,60.42202889957744,47,Drama,,8,8.86251816368866,0
T9A50KD21Z,116,Basic,Electronic check,20.312797492889903,11.444839606233693,40,Comedy,1.4185011444851732,7,9.249865017444884,0
PO8QJ2Z8HO,19,Basic,Credit card,6.268261829487535,148.05977268262404,29,Comedy,4.601373801728175,6,6.125514978180368,0
Y3V5G1HCTY,64,Premium,Electronic check,5.172751964024302,17.9131808936634,33,Drama,4.700071952851642,2,19.15448811979087,0
S74Y4BOE5G,31,Basic,Electronic check,15.015741398643035,130.7261485547089,31,,3.127755278498073,8,,0
YZG6NV5X4V,85,Standard,Bank transfer,18.06741365352505,77.21773933898096,20,Comedy,2.219642137974664,5,,0
XR2V49I6RU,48,Basic,Bank transfer,16.260158791498633,95.09496564396647,43,Fantasy,1.7401338957102466,6,8.416702097829532,1
TE1OOM5V4T,53,Standard,Bank transfer,18.687848453148373,132.16334245258798,41,Sci-Fi,4.751308760111195,6,19.3455289215684,0
H34GMGSYE2,7,Standard,,27.35700682362576,51.54664080754543,46,Drama,3.4591711781058927,7,9.1128719429902,0
N0Z59F79IY,61,Basic,Credit card,1.9894305369554488,39.31289643930539,9,Sci-Fi,3.5189666137990563,1,15.76363621062589,0
PMZMT39TM8,12,Basic,Electronic check,12.438822282735035,84.63725428791066,21,Comedy,,4,17.03979191644393,1
EB38S923C3,4,Premium,Credit card,9.270005599414985,175.9761135380756,42,Comedy,3.126003185395791,5,9.386695923147526,1
7S0GPYV37B,42,Standard,Mailed check,16.09530187134729,36.73064188810815,30,Sci-Fi,1.081123421956927,5,19.83102139620456,0
231LG9INNM,100,Premium,Bank transfer,20.358297929519907,104.43224193252412,2,Drama,2.170086946412743,2,19.396173736538675,0
XUARYP9U38,80,Basic,Credit card,2.626301606900628,116.61427784011671,22,Drama,1.1897065602467478,3,9.48589020829607,0
1JMFNFQWJ0,111,Standard,Bank transfer,12.013524906833638,144.89160554721454,35,Drama,3.166852573650912,2,11.562251336256873,0
ZC098KOD0T,116,Premium,Bank transfer,32.66562067070991,176.39442907160785,49,Drama,4.873188576305981,0,,0
CIAX5QUITW,118,Basic,Bank transfer,35.52095590423361,73.8055581051465,11,Comedy,1.6634121501999837,4,13.87000273722271,0
9YWSEVZLZU,82,Basic,Credit card,3.5527035246818803,105.6016161410674,17,Drama,,8,,0
SOENNLS0ZZ,3,Basic,,21.532312863904146,152.69344742836174,21,Drama,2.8040308996300096,5,,0
9B218BRPRO,4,Standard,,8.31172346279708,144.9427458865527,25,,4.656031491341742,2,16.417615078521955,1
01YBG6GK64,41,Premium,Bank transfer,15.67358037842935,129.81507948309263,40,Comedy,1.9414078142731563,3,17.89602978504847,1
O7R5D8PQF5,11,Basic,,11.437871125998162,147.31150142811506,12,Fantasy,4.257620544643155,3,,0
WSC1RLBU1U,7,Basic,,21.75028547393415,135.67587847243323,1,Action,3.8459357786084594,7,8.525064686729877,1
GEWJCYPGI4,17,Basic,,1.5860062391532104,19.7113171701737,14,Drama,,2,13.002221873230502,0
FLM86XY0XE,82,,Electronic check,5.997497332629694,136.08666579242876,3,Fantasy,1.0462969139179306,1,6.150444199938391,0
JWX4CMXFI4,66,Standard,Credit card,36.234348916344366,125.39373207819052,9,Drama,2.5977580049729285,8,,0
9LF5Q2JZR2,70,Standard,,36.67350746393423,38.27398071940524,35,,2.357277318784772,5,16.166624326927632,0
WQ6NX0CG5C,89,Premium,Bank transfer,36.03776269205813,178.83283994581635,48,Drama,,3,9.530101642872546,0
P5RY6QRLHG,24,,Credit card,3.3827333812788254,20.951269575129608,5,,4.9858312107306375,0,19.41791573177973,1
17TTFHAES7,97,Premium,Credit card,15.24728865263233,164.30579940632202,49,Fantasy,,7,,0
H2BDU1OFU2,110,Premium,Electronic check,36.12130197250633,62.79114564088773,28,Comedy,3.308581813387025,1,15.166130422833463,0
JC686RQTAE,105,Standard,,8.89769076962934,105.03968174679557,22,,3.4393438954918607,6,6.150445615319935,0
VTJ25VJ28Y,11,,,30.41472180999645,98.79806395604362,7,Sci-Fi,,2,8.489214301200647,1
O1SK1I75KK,53,Basic,Bank transfer,23.066710158701177,65.0522177133737,17,Action,4.3526175857554,6,12.872527100436292,0
247QBESC58,15,Basic,Bank transfer,29.795128404788468,130.1140424141006,40,Action,3.128039602030774,8,,0
8HEN296WKP,107,Premium,Credit card,23.083070818564984,32.67446195079443,47,,,0,14.76106866305468,0
FX63S23LYD,30,Basic,Electronic check,21.74299630851965,91.52963779344702,11,Action,,8,12.54095276364538,0
Z64ASRAUTL,47,Standard,Credit card,29.97745139872647,21.75473760061038,47,Fantasy,1.031957151089053,7,12.287810225465224,0
QWSRP5WYZ7,25,Standard,Credit card,26.07462861203633,143.59437467422416,49,Comedy,,2,6.595695867663478,0
V93W1SHM2S,5,Premium,Credit card,25.411044510632443,89.1811566226515,23,Fantasy,,9,10.4954664985474,1
GW7PEJTX4J,45,Premium,,23.344589726117057,27.48166043885891,14,Comedy,,9,,1
S4PEXCPIYO,73,,Credit card,21.119479811465865,107.88980526696962,11,Action,3.831589560387096,0,19.128705185485032,0
1I391AU3SN,38,Basic,Bank transfer,21.126200754006824,53.49851143158254,43,Fantasy,1.7913748003140793,2,10.017764099463871,0
JQ7BSBM6QG,19,Premium,Credit card,26.39754586852429,132.04553608763698,19,Fantasy,2.9303091404471413,2,8.457707198909983,0
YYRK02CCBH,21,Premium,Credit card,21.85138638064378,129.21237616682754,29,Comedy,2.1724684060878303,5,13.66643901296748,0
FUDOYZD85H,11,Standard,Bank transfer,29.9633612118436,107.33257753330692,33,Fantasy,,8,13.170454727648886,0
3AFD9MOXI7,102,Standard,,7.460384593821323,123.0137927198905,18,Comedy,4.755349323351794,6,6.0248019223188605,0
GVCL5UK6MS,17,Basic,Credit card,22.792908440800783,141.31874330730133,47,,,3,13.522917880226498,0
GMVQP14J7R,20,Basic,Bank transfer,15.787631004824402,116.37612830221416,44,,,1,17.110199358778544,1
TJGXX1GDMF,97,Standard,Bank transfer,34.06903447743349,108.02268854909408,30,Comedy,3.5650565241932903,4,16.275656988393322,0
TCRTN1NY13,77,Basic,Credit card,6.051547439756575,28.70683669416636,31,Fantasy,2.8509315532894184,3,18.297768967466283,0
J851EH2P0G,29,Premium,Electronic check,5.44426027693831,162.60670650815462,24,Comedy,,9,19.61083832624199,1
CWILI8TNWV,13,Standard,Electronic check,38.75530754863543,153.99489488344236,30,Comedy,,1,14.366032896784125,0
M0H4U2DO74,66,Standard,Credit card,17.004804606663217,141.70386930440966,32,Sci-Fi,2.803667867281108,8,12.388186498385394,0
0MQSP0FFYD,97,Premium,Bank transfer,37.98194032204093,28.12494460871709,13,Comedy,1.50682492731885,0,12.974295464688602,0
Y9EZJSHPQI,20,Standard,Bank transfer,23.039116220914533,164.5259106847288,35,Sci-Fi,,6,6.27116003064951,0
S26SQPQ7U5,109,Basic,Electronic check,9.26999612547397,176.5454196493865,19,Action,,7,9.38060851535896,0
4UDTGLTDRJ,12,Premium,,8.69292219500573,112.00826978052402,16,Drama,2.546980019745156,4,,0
G1EZWACNA8,73,Premium,Bank transfer,4.508917162502803,82.07110588413327,26,Comedy,4.9662020244307215,8,10.16498237620933,0
U1AS552699,81,,Electronic check,36.55076771706211,14.451355615858622,18,,,1,11.123397759642774,0
LHJ6RVMAY4,31,Premium,,23.591600797740888,74.993271697025,46,Drama,,8,15.331898651755688,0
2QKQM0YL6O,67,Basic,Electronic check,16.479227720319315,175.5698300079166,27,,2.8552242822584653,6,7.47856678253236,0
7MCOJBKEGQ,111,Basic,Electronic check,5.909814890606804,146.00767361367838,41,Action,,2,,0
FQ8OK74DH7,84,Basic,,22.785542638175908,40.27328112577096,22,Comedy,3.7057851265124175,9,8.259852081869433,0
EIEJU2NT4X,8,Premium,Mailed check,39.766803916357695,22.28963128237305,23,Drama,2.8555586365901604,2,5.077880532300947,1
PEAQVSJN15,91,Basic,,10.525427243176836,124.5415931801759,24,Action,,8,16.10314786273294,0
