account_age,monthly_spend,TotalCharges,plan_type,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,support_tickets,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,customer_id,churn_label
94,7.626840924543419,614.1966063716278,0,1,0,1,0,0,15.502634511771204,32.64060754836149,9,0,2.3779975662199537,1,1,9,0,1,RFQJOFKVYH,1
85,12.169887642924763,728.8692040172932,1,0,1,2,0,1,37.90154614236192,140.95328473314228,8,1,2.897521028724634,2,1,0,0,1,TCI2ZYA2OH,0
49,14.9659314100172,733.3306390908429,1,1,0,0,0,2,34.255186838190895,88.39879325854636,38,3,2.898327886528814,6,1,18,0,1,QTQ705NK8P,0
98,17.5674048013296,1721.605670530301,2,1,0,1,1,3,12.689556314118729,96.4269008687629,1,1,2.063543029079636,3,1,18,0,1,6OAKAQPYJI,0
34,18.321479206998056,622.9302930379339,2,1,1,0,1,0,27.90326642810463,56.93922885074092,9,1,2.689210112294104,0,0,1,1,1,X8S5TM85UM,0
109,13.185877501378965,1437.2606476503072,1,2,1,0,1,2,20.02745099609585,55.38187149505176,39,4,1.725705837093281,4,1,2,1,1,YSXKQ3NPQY,0
106,10.235452915438415,1084.958009036472,0,1,1,1,0,1,1.476191970735858,111.61197195046542,10,1,3.974891690327226,9,0,2,1,1,AWOJ9P08XG,1
9,19.00963683186413,171.08673148677715,0,2,1,0,0,1,14.139595306501027,104.3774408565997,29,0,3.257769638029392,0,1,10,0,1,4HWEZXFWH7,0
27,9.704060053309195,262.0096214393483,1,2,0,0,1,2,2.095646565135621,132.46320551364772,24,2,2.898327886528814,7,0,11,0,1,08SXSQQO8U,0
116,14.565174916775096,1689.5602903459112,2,1,1,1,1,2,19.060384945020363,111.79584620082926,39,0,3.914221938270394,2,1,5,0,1,FU217ZFBHN,0
66,18.637751030628618,1230.091568021489,1,0,0,2,0,1,9.234129415628813,166.05047576645293,2,0,2.3195550409444285,9,1,13,0,0,OX3OJ9LAOC,0
44,12.746554596247588,560.8484022348939,1,2,0,2,1,0,6.587382518309011,147.24566848925053,13,0,2.6016999412235804,5,1,16,0,1,768I1YHH7G,0
82,12.169887642924763,1480.443582159239,1,1,1,2,1,3,2.251525328025952,32.93240275222308,38,1,1.6579970852690251,8,0,24,0,1,VLBQICLTAV,0
12,13.769556901928512,165.23468282314215,0,1,1,2,0,1,35.65509564506065,120.32663583326354,40,0,3.969553741065701,7,0,12,1,1,WWD6Y3ULXF,1
3,15.457440717264856,46.37232215179457,2,0,1,0,1,2,30.66081030567325,179.23370243432092,13,1,2.898327886528814,5,1,9,0,1,2S21P19IE6,0
90,5.594978677090683,503.5480809381615,1,1,1,0,0,2,19.38040521188281,58.7034987326043,39,1,1.956337991337635,2,1,10,0,1,S96XIOR9FL,0
49,5.223486200101787,255.95082380498755,2,2,0,1,0,1,17.70975365927757,58.954258052072014,27,1,1.0428147783821866,6,1,1,0,1,G5BUY00PBY,0
80,12.169887642924763,732.4327426431776,1,2,1,2,0,0,17.420523866878955,80.98677639404599,22,1,2.898327886528814,0,1,10,1,1,FGMG7KDSFT,0
20,7.702870791596992,154.05741583193984,0,1,0,0,0,0,4.422933326625964,16.21840674555514,45,2,3.8385678263840393,2,1,6,0,0,YRVS588TVB,0
70,13.904923667806695,614.1966063716278,2,1,0,0,0,2,9.938960681433649,53.21801253841536,12,3,1.759799638236133,9,1,23,0,1,FFEZ8R3G30,1
32,18.37299143591155,587.9357259491696,1,0,1,0,0,2,34.7881398710293,179.75202354616712,44,1,3.370744894690767,3,0,19,1,1,R9VPT2RPRA,0
99,12.169887642924763,614.1966063716278,2,0,0,2,1,0,16.946622507617768,89.9577735465159,33,2,1.7248164783176545,7,0,23,1,1,ZKH0WXMBF8,1
2,12.169887642924763,35.45376784009552,2,1,1,1,1,2,27.880027949921864,161.78437696593048,39,4,1.8964672198754773,2,1,0,0,1,SSD3NJ3SCF,0
25,17.780245007636474,444.5061251909119,1,1,1,0,1,3,15.507903874263882,105.62185310005106,5,1,4.925687549636759,0,0,14,0,1,O1DY5I2K38,0
2,12.169887642924763,36.53024825360117,2,1,0,2,1,0,34.283065634033875,75.11272549732617,13,3,2.331878882359365,8,1,15,0,1,TGEF0EK30G,1
42,19.76660767352584,614.1966063716278,2,0,1,2,1,0,16.173752081815415,68.74974897220997,42,3,1.5524858262702923,4,0,2,1,1,215HXHXMIP,0
9,5.810228267555019,52.29205440799517,2,1,1,0,0,1,25.13603396032934,12.24514443563636,1,3,2.718629810128106,2,1,1,0,1,F144Y0MZYF,0
113,12.169887642924763,1015.5707685861132,1,2,1,2,0,2,27.02709362589353,95.28086406464185,2,0,2.818623456221402,9,1,15,1,1,9Q7PGYX2ML,0
36,12.169887642924763,614.1966063716278,1,1,0,0,0,1,8.673304110719561,42.30847206576068,17,1,3.7293345997769927,7,1,19,1,1,5S8VIJ1SPR,0
12,16.67472076844671,200.0966492213605,2,1,0,0,1,0,12.744688980741032,59.52846282587679,11,0,3.166832767225173,7,1,3,0,1,BSJOYKXFOF,1
37,7.119745185326482,263.4305718570798,0,0,1,1,1,3,5.809649449368688,153.97970896883206,34,0,2.898327886528814,9,1,4,1,1,5QHZAWJTSK,0
90,13.18911775823716,1187.0205982413445,1,1,1,1,1,1,25.291399541183026,81.64315630140467,9,2,1.0170808379145937,1,0,2,0,1,FWE2IWZ2IY,0
8,9.776640943909502,78.21312755127602,1,0,0,2,1,2,24.278988426129924,55.37462028782645,12,1,2.898327886528814,2,1,23,0,1,R5WTS42FQX,0
88,15.868059545188608,1396.3892399765975,1,2,1,2,0,1,23.80318950215669,27.22156853841513,2,1,1.464379489270032,6,0,13,0,1,AFSTLSA6VX,0
97,12.240919672990586,1187.369208280087,0,1,1,0,1,2,3.757465901894128,69.12565753903388,49,3,2.898327886528814,1,1,2,1,1,7PFAESWLUG,0
76,7.3553712868806524,559.0082178029296,0,3,0,1,0,1,10.43156433389694,139.31863293616212,26,1,3.0410066413999464,2,0,2,0,1,CP0X04KOHF,0
89,8.685508091710805,773.0102201622616,1,1,0,0,1,3,1.6937866954335024,82.14212764294217,17,3,1.0001811412911028,7,0,10,1,1,UX0P88HD6V,0
70,8.912613505348776,623.8829453744144,1,1,1,0,1,3,19.496122461908456,5.534880667016899,29,1,2.163977648742894,9,1,11,1,1,88RTQHPWSG,0
68,14.440255288281454,981.9373596031388,2,1,1,1,1,1,35.89304932091184,9.268435544293142,25,2,4.288308432353297,2,0,3,0,1,5OCID8BHEW,0
74,12.169887642924763,414.2603219765425,1,1,1,2,1,1,14.376240926364924,128.0712824920829,20,2,4.518431758675558,1,1,20,1,1,YUFCD3JN10,0
12,16.314228924852024,195.7707470982243,2,1,0,2,1,0,22.71824588761085,70.55548699889916,44,4,1.174165379647266,9,1,4,0,1,Z063Z6FRXV,0
26,14.132707374877706,614.1966063716278,2,0,1,1,0,1,14.418682157285534,103.25892073437954,1,3,1.7555560125419325,0,1,23,0,1,V7MPOFNWOL,0
48,12.476920384257989,614.1966063716278,1,0,1,0,0,1,33.93557501129039,129.4565507074856,24,0,2.898327886528814,4,1,17,0,0,OLOK1MPMO0,0
8,7.044229777436573,614.1966063716278,1,2,0,2,1,0,39.69461475287363,96.7398476674304,47,0,1.684984431397965,1,0,3,1,1,0SP0JX7K3P,0
87,5.857584261758131,614.1966063716278,2,1,1,1,1,1,32.73717025357378,175.41196863692602,28,1,2.898327886528814,8,1,0,1,1,TFCWJR9ERG,0
79,9.076915258016864,614.1966063716278,2,1,0,2,0,3,20.31481630423045,142.2285846177885,25,1,4.925269988446269,4,1,3,0,1,OEQMIG31TH,0
28,17.29895331208953,484.3706927385068,1,1,1,0,1,2,14.46124179288422,119.5886567437542,3,0,2.9839648222341184,5,0,7,1,1,7J5ERF1RP7,1
29,19.773064399958965,614.1966063716278,1,1,1,2,1,0,32.26727064727994,104.1917407066043,28,2,2.1242828131115283,7,0,3,1,1,VZNFPQ7OPL,0
97,7.526143640775349,730.0359331552089,1,3,0,2,0,2,2.9065606672210222,165.0296321441845,46,0,3.1195076489993587,8,0,3,1,1,AYRVF49YC9,0
31,10.579376460784838,327.96067028433,0,3,1,0,0,3,7.10337318993494,93.60951445865317,48,3,4.110661851090664,1,0,13,0,1,6NXDS63B13,0
62,12.169887642924763,698.1092467614436,1,1,0,1,0,0,38.91737003968192,49.8353656873389,37,0,2.1205000216232373,7,1,11,1,0,H6VMPX84E9,0
94,9.334496818057136,877.4427008973709,1,0,1,1,1,0,38.844024096114985,109.46667711394625,14,3,2.898327886528814,7,0,14,0,1,BLGA7AOJHI,0
40,7.738245310291017,614.1966063716278,1,0,1,0,0,2,26.92223580824553,99.97950656103508,17,0,2.011069324509613,2,1,11,1,1,V36SY33B4H,0
64,12.169887642924763,1273.9246654728192,1,2,0,2,0,1,7.817863953208421,87.88249095154353,9,0,4.273986838143202,9,1,7,0,1,LB2MHX8FEB,0
96,12.169887642924763,1158.9509315568282,1,0,1,2,1,2,3.089016573148184,166.45277464042772,37,1,4.716338836718183,2,0,2,1,1,YC0L35CZIF,0
116,15.577696991914488,1807.0128510620807,2,1,0,2,0,1,36.92422838258752,91.56048306413284,15,4,3.5351118234249355,9,0,3,0,1,X6S7FH7IWY,1
58,12.169887642924763,696.1261035422733,0,2,0,2,1,2,2.0964935674364886,21.83474680499532,48,1,2.898327886528814,3,1,17,0,1,DACORV2BKQ,0
13,18.30305654137992,614.1966063716278,1,1,1,0,0,1,16.396448404677848,24.521573668401217,44,4,4.120705228379171,0,1,1,0,1,N5TQ6QRKTP,0
110,18.57939770826753,2043.733747909429,2,1,0,1,1,2,3.521688529999313,103.22090798162311,0,2,2.943234536688115,2,1,2,0,1,5XB2ABJNMG,0
28,18.353752061229297,513.9050577144202,1,1,1,2,0,3,8.72593039843451,7.649101236468054,5,1,1.1580201667147478,8,1,21,1,1,99JDHBH75L,1
15,13.564155215103437,203.4623282265516,1,2,1,2,0,1,18.147781969601933,110.80695217897386,10,2,2.898327886528814,7,0,15,1,1,ZF9I4H4P59,1
69,9.32383135193917,643.3443632838027,0,1,1,0,1,0,25.924773513800822,84.00101507928413,38,0,2.153326951461389,1,0,18,0,1,99JBII1AWD,0
105,14.24683607150411,1495.9177875079315,2,0,1,1,1,3,12.057358222596006,92.36419631794344,4,3,2.898327886528814,9,0,12,0,1,D17A5U1OJS,0
63,9.720474729934212,612.3899079858553,1,1,1,0,1,0,15.59196412227774,17.34714669259177,35,4,1.0350781568431393,0,0,2,0,1,MX66HEBBSJ,0
112,19.858931903574835,2224.200373200382,1,0,0,0,1,0,13.004608782353351,68.58821092967844,19,3,2.898327886528814,8,1,4,0,0,FMP6QS9A7C,0
35,18.39223427393643,614.1966063716278,1,2,1,2,1,2,12.970739849911457,163.44688727600015,9,1,3.5835842099898434,6,0,10,0,1,E2IE1IRI9S,0
7,12.169887642924763,614.1966063716278,0,1,0,2,0,2,29.35409533058017,64.34250747832759,4,2,2.898327886528814,9,0,0,0,1,V2Z7KTL03M,1
1,11.5828816951487,11.5828816951487,2,1,0,0,1,1,2.298816310099758,76.09527183450692,44,4,2.9551941668328663,8,1,4,0,1,6913KN86KU,0
53,6.447270605261618,341.7053420788658,2,1,1,1,0,2,30.424980069654588,18.951182197631447,20,4,2.898327886528814,9,1,1,0,1,LXNJ66WZ7B,0
37,12.169887642924763,600.0889638220253,0,0,1,2,0,0,3.547012855554774,158.70203203591365,25,4,2.898327886528814,0,0,12,0,1,ALYMWR7W6O,0
44,17.03210470880193,749.412607187285,2,0,1,1,1,0,3.702542849008145,99.6217295104476,19,3,1.557271812868025,1,1,16,1,1,YIDW19N83Z,0
107,9.840610913426302,1052.9453677366143,1,1,1,0,0,0,5.275852949916762,23.42776081540536,47,0,2.898327886528814,5,1,19,1,1,E983P7PY52,1
19,6.961005494352552,132.25910439269848,1,0,1,0,1,0,11.12360344501871,151.31477851020145,46,2,4.294037367738882,0,1,24,0,1,LCQ99APM9V,0
24,15.139478276767408,363.3474786424178,2,1,0,2,0,1,24.36414541630101,68.72747332802888,48,0,3.038646084212829,1,1,21,1,1,1HTWTCLURB,0
17,17.470987969176953,297.0067954760082,1,0,1,2,0,1,29.321762907413166,106.3673485322632,6,2,2.1423368992317746,1,0,12,1,1,6OB63KC191,0
73,12.040512290830616,878.957397230635,2,0,0,2,1,0,6.036429616301987,16.477138684340197,47,2,1.4364250725470358,6,1,16,0,1,IBFCQKDH1T,0
94,12.169887642924763,777.5842213483808,1,1,1,0,1,3,38.143985201353495,142.87543088252818,21,2,4.182221523437487,5,1,0,0,1,ZV78E41WP4,0
53,6.925092845692477,367.0299208217013,1,1,1,0,0,1,5.394655552014048,64.57486728394427,8,2,4.584438516470241,0,0,8,1,1,7VEWYVW0OE,0
28,10.900560073922854,305.2156820698399,1,2,0,2,0,2,11.07614867179869,11.91737676265846,14,2,1.5742273604909247,9,0,14,1,1,79I6EYWF7V,1
11,12.169887642924763,144.63040769439394,0,1,1,1,0,1,1.4663023009218672,128.90928525242558,46,4,2.4877043314900456,8,1,8,1,1,5WET5CW3YP,1
60,17.453064524490756,1047.1838714694454,2,2,0,1,0,1,2.7037087598311285,118.79100626297684,40,3,3.4451550018185784,8,0,13,0,1,9Q1P61OLQP,0
111,17.97268093698692,1994.967584005548,2,1,1,1,0,1,39.38288501225568,51.28917994990967,21,0,4.976389741530569,4,1,9,0,1,ORTIRMKBBH,0
114,18.935998822165185,2158.703865726831,2,1,1,0,0,3,20.313708565612256,8.884336655877622,26,1,4.1645704605339215,2,0,1,0,1,I7T48I0NC7,0
77,17.725348670253037,614.1966063716278,1,0,1,0,1,1,7.173032627326118,81.17693489488529,38,4,2.898327886528814,2,1,21,0,1,WW6U8YQ5DL,0
62,7.424946841312763,460.3467041613913,1,1,0,2,0,0,15.066302739033484,68.13473039326124,30,3,1.2653639736006803,6,0,13,1,1,CV9FGMWS9E,0
27,16.09704491163904,614.1966063716278,1,1,0,0,0,2,18.66144151930453,134.32862640622682,11,1,2.697237289946997,0,1,8,1,1,EY29CCDIS2,0
84,7.874547284455263,661.4619718942421,1,1,0,1,0,2,11.178570161729096,47.76916199874346,11,0,3.8963900809152143,5,0,13,0,1,Y7HJ3BEVOR,0
91,14.768163644311086,614.1966063716278,0,2,1,2,0,1,28.16165387636823,133.4042289807161,3,3,1.501512459092666,0,0,15,0,1,RD5FFJ532Q,0
57,6.705564802482018,382.217193741475,1,2,1,0,1,1,2.829470233481604,48.66256054756257,32,3,2.5673526481694124,2,1,1,0,1,Z1SDMRYG3K,0
108,15.022740972456122,1622.4560250252612,0,2,1,1,0,0,28.568646180635263,35.22271160364129,33,4,2.898327886528814,4,1,16,1,1,PANUHY0K9R,0
7,8.927906144590636,62.495343012134455,0,1,0,2,1,3,15.516521510033442,97.71186142078837,20,4,2.898327886528814,1,0,19,1,1,SKB6Q90WV3,1
47,13.102949447032763,615.8386240105399,0,1,0,0,0,1,21.92149094783716,40.24045622197178,46,4,3.178695942181628,1,1,8,0,1,4468G8KNMM,0
30,15.205468462745536,614.1966063716278,2,0,0,2,1,1,21.535640063884102,74.05831383468852,46,4,4.499442216651486,9,0,15,1,1,5W8I9QOUMH,1
85,12.169887642924763,573.1982368096374,0,0,1,1,1,0,6.793497754066797,82.97418684038922,13,0,1.493633559346684,6,1,0,1,1,C08JO27O1S,0
105,12.690365928607092,1332.488422503745,2,0,1,0,1,1,9.161204138651732,118.10149083532086,40,2,4.718125947480187,7,0,1,0,1,MGHLPNA0DB,0
51,12.169887642924763,735.1257884321685,0,1,1,0,1,1,9.153633431966988,132.35917875794138,19,3,2.898327886528814,4,0,2,0,1,T91XWC5Z8S,0
73,12.169887642924763,649.8423839354626,1,1,1,2,0,1,24.111386383437058,159.24889583048923,4,1,1.2094405578019631,4,1,18,1,1,O04GL1CJXC,0
46,12.058570202275362,554.6942293046667,0,1,0,1,1,1,21.334100009130093,104.3775833810854,28,2,2.898327886528814,8,0,17,0,1,Q8FHDK59AH,1
7,12.942528402670495,90.59769881869347,1,1,0,0,0,1,31.080183955889304,92.78145147463076,29,1,2.898327886528814,8,1,6,0,1,LU1UWBW0SJ,0
71,12.169887642924763,560.370322166393,1,1,0,1,1,2,27.68981708767011,53.99670328130542,32,3,1.6876208441496354,5,0,11,0,1,B4X6BWEJ3O,0
94,9.869606637835751,927.7430239565606,0,2,1,2,1,0,24.525953258502955,50.92253491206898,44,1,2.898327886528814,4,1,10,0,1,BXICXP3AD7,0
23,9.335622828071823,214.719325045652,0,3,0,0,0,1,37.1169658421793,47.786240908965326,45,1,4.577864090200061,9,1,22,1,1,3HSZUJ4N4F,0
65,5.491643529520903,356.9568294188587,1,0,0,2,1,0,39.94018884875624,59.3537056405289,19,0,4.337731845042448,1,0,23,1,1,SWD7LYTD9E,0
73,12.169887642924763,1136.7769296962924,2,2,1,2,1,0,27.17135310727376,8.49711992755248,36,1,1.2240300498655523,4,1,16,1,1,WNYX39NL5W,0
118,11.312002404336855,1334.8162837117488,1,1,1,1,0,0,18.56298186173477,82.05478997596546,21,0,1.0551065422506087,5,0,21,1,1,PAPP9BNPZA,0
89,8.18272198418829,728.2622565927579,2,1,0,1,0,1,19.77449412063955,156.438144619265,16,4,1.8807525127678584,7,0,13,0,1,3G8L5NAW23,0
105,8.88581041235452,933.0100932972246,1,1,1,1,1,0,6.650081273859782,106.37744291835853,29,0,2.868028541037344,7,1,24,1,1,1KB02AC1A8,0
97,10.577580395112877,614.1966063716278,0,1,0,2,0,2,37.56044781522686,58.20395970791126,20,3,3.154774122368029,9,1,17,1,1,KJ4SW2VMY4,0
39,16.892812718998744,658.819696040951,1,0,1,0,0,1,32.41816435383461,71.2304886243345,11,1,1.7690855703224142,0,0,9,0,1,84IZQT91G0,0
106,9.755786913261568,1034.1134128057265,0,2,1,0,1,1,31.809768239283567,176.06246039159916,46,4,2.898327886528814,6,1,20,0,1,VCUEFFSXD0,0
88,12.169887642924763,1033.9691158928065,2,0,1,2,1,2,6.930617519771986,32.31734183619648,36,1,1.0466858322397157,2,1,21,1,1,BDVE7NSJGZ,0
69,15.303431624999163,614.1966063716278,0,1,0,0,1,0,19.81752654565773,47.57057013571688,39,1,2.1603147957174955,3,1,24,1,1,KS4HZSUQP3,0
106,12.808107909816668,1357.6594384405669,2,3,1,1,0,2,28.164529740074045,96.28437380186932,21,2,2.898327886528814,4,1,10,0,1,UR74N2FR4T,0
37,13.882623628482191,513.6570742538412,0,1,1,0,1,0,36.957939528919965,85.52221185101602,36,1,3.3857291365687905,2,1,16,1,1,UODYGBU9LQ,0
76,12.169887642924763,614.1966063716278,2,2,0,0,1,0,31.52919397179973,137.3661366334053,16,1,2.898327886528814,8,0,4,0,1,66I6XTWLX8,0
62,19.66108871859693,614.1966063716278,0,0,1,0,1,2,38.79163832242213,66.3084438752339,41,1,2.23942711901061,7,0,4,1,1,MBW4492OHO,0
82,12.169887642924763,1441.256565247989,2,1,0,2,1,1,27.36317928941726,48.23584190160734,41,3,2.7890693177738526,6,0,12,0,1,SEAZXTCVV5,0
55,18.957842182710028,1042.6813200490517,1,1,1,0,0,1,22.471398356277145,160.9807488668827,49,2,2.898327886528814,4,0,6,0,1,0QNQARS50C,0
109,13.850735425206969,614.1966063716278,2,1,1,0,0,2,29.54107789253112,155.4985475993666,32,4,1.6955217849527355,0,0,3,0,1,RZUB4PA36O,0
93,12.169887642924763,614.1966063716278,0,2,1,0,1,2,6.291089281235792,123.1828816560034,37,3,2.2136987779615955,5,0,19,0,1,SC0PFQVRQP,0
28,12.567639206076333,351.8938977701373,2,2,1,0,1,2,8.868128407915199,40.76469130672833,20,3,3.067584786967668,0,0,20,1,1,KO08A4M1MO,0
78,12.768163160294566,995.9167265029762,1,2,0,0,1,2,13.154605815120238,23.91225733797851,40,1,1.4568963376979638,2,1,13,1,1,ZO073B6JIP,0
37,8.406970360937345,311.0579033546818,1,3,0,0,0,1,5.669360091109094,144.8671487588813,43,3,4.028399453230392,5,1,3,1,1,VGPR4ZHOZK,0
112,15.430653236032258,1728.233162435613,1,0,1,0,1,0,9.34157559299579,154.9118144952301,14,0,2.898327886528814,1,0,21,1,1,TDS79JX46W,0
68,12.169887642924763,439.9206654462688,0,2,0,0,0,3,36.05038930799116,103.39444709569564,22,4,3.526487904499321,7,0,15,0,1,ZY3BIDO8KR,0
69,7.345694722673898,506.8529358644989,1,0,0,1,1,2,25.21440113317689,130.19777417731473,13,2,1.2963456674180112,5,1,3,0,1,ID5EBX9Y32,0
39,12.169887642924763,460.98556062072015,2,0,1,2,1,1,11.72149009694538,112.3595935388942,29,2,3.015116098591699,2,1,12,0,1,AAPUO6PL66,0
5,16.778901624807826,83.89450812403913,2,1,1,2,0,3,16.59979149847202,146.2807272311457,31,1,2.898327886528814,9,1,14,0,1,EZMIIGEQ6B,0
50,10.810084937778171,540.5042468889086,1,1,1,1,1,2,12.416894607957753,151.17149808318348,5,3,2.898327886528814,8,0,2,0,1,ZZ4G2TMF8P,0
90,15.208708749439475,614.1966063716278,1,0,1,1,1,1,15.194463058698863,14.35342959282356,3,2,2.0437771488600607,2,1,12,0,1,YDZFY4XDSU,1
99,9.945576014294076,614.1966063716278,2,2,1,2,0,2,27.434609001585248,174.6498673163398,48,1,2.898327886528814,0,0,16,1,1,P7Z356X98F,0
44,6.479454972507651,614.1966063716278,0,1,1,1,1,0,17.342257494578252,36.76798839489727,27,0,3.955747869955061,4,1,20,0,1,6OEX5I7KNV,0
8,5.656137699264453,45.24910159411562,1,0,1,0,0,1,33.080428227881825,11.717720881049042,4,1,2.898327886528814,0,0,23,0,0,ARFC3VKEJ3,1
64,10.631711158221233,680.4295141261589,1,0,0,2,0,2,36.35878503187836,170.2436827222837,47,1,3.58798508297294,1,1,6,0,1,T68NQTTHB7,0
76,11.96097603783746,909.034178875647,2,0,1,1,1,0,32.281810685069686,101.40195875540806,20,0,2.786863709135698,4,1,5,0,1,7LMVU1UZ5R,0
27,15.751104387822997,614.1966063716278,0,3,0,2,1,0,38.60696757685309,47.593880278981366,33,1,2.898327886528814,4,1,17,0,1,UAG9XD3D47,1
96,17.316464817681638,1662.3806224974371,1,0,0,0,0,1,35.0189663245901,63.98424928943824,32,1,2.898327886528814,2,0,6,0,1,W60OAVLA7F,0
5,12.169887642924763,51.24043074701159,1,1,0,0,1,0,38.06189794809796,84.08697806852835,26,2,2.664996790831907,3,0,6,0,1,15LZ668ACH,0
51,12.169887642924763,590.0332035492436,2,1,1,1,0,3,1.689876000737781,136.42792497124697,47,1,3.1780161862873584,7,1,15,1,1,6VN1H5NMZH,0
74,17.3699651309039,1285.3774196868883,2,1,0,0,0,3,18.220738370651045,172.06492789226522,22,1,4.936836032709911,7,0,7,0,1,LY9P4R42SL,0
37,10.379321362210224,384.0348904017784,0,1,1,0,1,0,8.105231653120711,98.6173466544715,41,3,1.4557610261937128,2,1,4,1,1,FW1PIPB7B1,0
97,19.83052644504464,1923.56106516933,2,1,0,1,0,0,37.23291496479022,105.77056700592476,3,1,2.898327886528814,0,0,24,1,1,5GM6WR4QLT,0
50,7.281704254617344,364.0852127308672,1,1,0,1,0,2,13.410994464145618,7.322200626054652,44,1,4.624857351801802,4,1,2,0,0,3TRZWIDJYO,0
15,6.391937862223744,95.87906793335615,0,1,1,2,1,1,32.13755967264174,64.9872454287678,35,4,2.898327886528814,8,1,15,1,1,PNHCK6FRBW,0
29,12.998426607572249,376.9543716195952,1,0,0,0,0,0,22.834638129987667,66.61956619756639,47,2,2.898327886528814,5,0,4,0,1,GX1QDGUH7L,1
47,17.726918093282382,833.165150384272,1,2,1,1,0,3,14.317891925061971,93.04958366620124,26,2,2.898327886528814,6,1,23,0,1,VKYB0IEH6R,1
22,12.169887642924763,614.1966063716278,1,0,0,1,0,0,38.193817815349846,124.7604020595849,44,2,2.607315427244943,8,1,3,0,1,YHYDXDWGKJ,0
29,10.2158199227341,296.2587777592889,1,2,0,1,1,2,17.77621774287508,6.17195099163116,40,1,2.5442589960072297,3,0,5,0,1,0V7T4OUFKT,0
34,12.169887642924763,506.1767759164488,2,0,0,1,1,0,22.886800947843867,96.27057425623762,11,3,2.898327886528814,9,1,12,0,1,CLZ1M9MYQK,0
82,8.590904340661071,704.4541559342078,1,1,0,1,0,0,5.791036569732037,165.76801184579858,36,0,3.414638906016447,5,1,24,1,1,97LVWKGWW4,0
92,12.169887642924763,1103.3084726517473,1,1,0,2,0,3,21.966115206804265,15.38686749156489,12,2,2.898327886528814,3,0,23,1,1,TAPMGBC8KI,0
81,13.802577582221666,1118.008784159955,2,1,0,0,0,2,32.895377252023735,13.445780393152964,26,3,4.432479969299443,1,0,19,1,1,KM3SRQLGCY,0
68,12.169887642924763,1194.8511597431304,0,2,1,0,0,0,3.8184573784271554,70.95555301820166,14,3,2.898327886528814,0,0,9,0,1,IG1BLL35T8,0
68,12.169887642924763,967.6157073544754,0,2,1,0,0,3,36.35321106672012,56.49716456951105,14,1,2.783647021177201,0,1,23,1,1,9O9MMH2E4R,0
6,12.265102695645528,73.59061617387317,2,2,0,0,1,0,26.731103043270664,46.50343704348147,27,2,2.898327886528814,2,0,17,1,1,WPFR2Z3BXH,1
22,19.72323181937803,433.9111000263166,0,0,0,1,1,2,39.55586530057095,141.66335606932796,30,4,2.393111814897246,2,1,22,0,1,UW6DW8SH36,0
51,12.169887642924763,640.2066904562238,0,3,0,0,1,0,23.92237362340046,167.6009751458447,18,3,2.898327886528814,1,0,6,0,1,UUQ8BI65NE,0
44,12.169887642924763,614.1966063716278,1,1,1,0,0,1,15.36425482462204,43.35824587451431,31,4,2.875755813451184,4,1,17,0,1,28CGLM37E8,0
52,12.169887642924763,662.2276346570869,0,1,0,0,0,1,2.711162055813915,19.2839781480334,30,0,3.198726837715748,7,1,0,0,1,HOP2UB0UL3,1
69,19.15949722296332,1322.005308384469,0,1,1,0,1,3,11.240032890718377,8.963731806244411,11,4,4.3813332334963295,0,1,18,1,0,VXDDTDI22I,0
65,11.031963285283648,717.0776135434371,1,1,1,0,0,1,2.5610726308330127,92.6545924519135,25,3,2.997518989092514,5,0,6,0,1,M2AA93U36X,0
39,17.74202931298114,614.1966063716278,2,1,1,2,0,1,32.466545736883816,48.73588755466557,20,2,1.954657421260221,4,1,1,0,1,5S2SA7GGCO,0
22,9.801543643925116,614.1966063716278,1,3,0,0,1,0,10.83072210698237,22.177220208142952,25,4,2.898327886528814,7,1,7,1,1,G6BP6AGJTP,0
30,8.877794837653134,266.333845129594,2,0,0,2,1,2,33.4205355687924,174.90474941164192,22,0,2.8986391049739786,2,0,21,1,1,3WBV3E1D36,0
86,12.169887642924763,1106.9841736217966,1,0,1,2,0,2,19.095929067357563,156.88077210305678,0,1,2.898327886528814,0,1,18,1,1,OGZFUS04WU,0
5,8.90071517032418,44.503575851620894,2,1,1,0,1,1,26.25872787274804,62.54815665950428,25,0,2.898327886528814,3,0,18,0,1,1K1M7OBMB3,0
74,12.169887642924763,1400.6297928053657,2,0,0,1,0,1,29.787688285621968,92.22789263591667,7,4,3.0459458684438494,5,0,14,0,1,5XZJ4HOK0M,0
72,18.61368383069979,1340.185235810385,0,2,1,0,1,0,25.75871751772664,167.63140981248364,9,1,3.113433649043043,7,0,15,1,1,RA0Q2B4M7A,0
21,7.526048814017846,158.04702509437476,2,1,1,0,0,1,27.971892530487303,30.79310580242188,18,1,4.632832516768197,5,1,8,0,1,BWUL3E7213,0
74,12.169887642924763,493.2214730024359,0,0,0,0,0,1,4.647168546266849,78.75998206611862,38,1,2.393574943124533,7,1,16,0,1,NSJ7R2HKGE,0
